Plot,Subplot,Plant,Seeds_GF,Fruit_GF,visits_GF,ID,homo_motif,hete_motif,Real_PR_Multi,Real_PR_Layer,StrengthIn,StrengthOut,DegreeIn,DegreeOut,Delta,Ratio
2,F1,SOAS,220,4,0,None,0,0,0,0,0,0,0,0,0,1
2,F2,BEMA,64,16,0,None,0,0,0,0,0,0,0,0,0,1
2,F2,CETE,1241,17,0,None,0,0,0,0,0,0,0,0,0,1
2,F3,BEMA,112,28,0,None,0,0,0,0,0,0,0,0,0,1
2,F4,BEMA,152,38,0,None,0,0,0,0,0,0,0,0,0,1
2,F4,CETE,888,8,0,None,0,0,0,0,0,0,0,0,0,1
2,F4,CHFU,144,2,0,None,0,0,0,0,0,0,0,0,0,1
2,F4,SOAS,880,16,0,None,0,0,0,0,0,0,0,0,0,1
2,F5,BEMA,200,50,0,None,0,0,0,0,0,0,0,0,0,1
2,F5,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,1
2,F5,CHMI,70,5,0,None,0,0,0,0,0,0,0,0,0,1
2,F5,SCLA,62,2,0,None,0,0,0,0,0,0,0,0,0,1
2,F6,BEMA,96,24,0,None,0,0,0,0,0,0,0,0,0,1
2,F6,CETE,1776,16,0,None,0,0,0,0,0,0,0,0,0,1
2,F6,PUPA,234.66666666666666,14.666666666666666,0,None,0,0,0,0,0,0,0,0,0,1
2,F6,SCLA,62,2,0,None,0,0,0,0,0,0,0,0,0,1
3,A1,PUPA,230,10,0,None,0,0,0,0,0,0,0,0,0,1
3,A2,CETE,1720.5,15.5,0,None,0,0,0,0,0,0,0,0,0,1
3,A2,CHFU,96,3,0,None,0,0,0,0,0,0,0,0,0,1
3,A3,BEMA,224,56,0,None,0,0,0,0,0,0,0,0,0,1
3,A3,CHFU,288,9,0,None,0,0,0,0,0,0,0,0,0,1
3,A3,CHMI,629,37,0,None,0,0,0,0,0,0,0,0,0,1
3,A3,SCLA,62,2,0,None,0,0,0,0,0,0,0,0,0,1
3,A4,BEMA,40,10,0,None,0,0,0,0,0,0,0,0,0,1
3,A4,CETE,0,7,0,None,0,0,0,0,0,0,0,0,0,1
3,A5,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,1
3,A5,PUPA,61.5,20.5,0,None,0,0,0,0,0,0,0,0,0,1
3,A6,CETE,1221,11,0,None,0,0,0,0,0,0,0,0,0,1
3,A6,PUPA,385,7,0,None,0,0,0,0,0,0,0,0,0,1
3,B1,CETE,333,3,0,None,0,0,0,0,0,0,0,0,0,1
3,B1,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
3,B1,CHMI,6,3,0,None,0,0,0,0,0,0,0,0,0,1
3,B2,BEMA,20,5,0,None,0,0,0,0,0,0,0,0,0,1
3,B2,CHMI,28,2,0,None,0,0,0,0,0,0,0,0,0,1
3,B3,BEMA,36,9,0,None,0,0,0,0,0,0,0,0,0,1
3,B3,CETE,777,7,0,None,0,0,0,0,0,0,0,0,0,1
3,B3,CHMI,14,1,0,None,0,0,0,0,0,0,0,0,0,1
3,B4,CETE,222,2,0,None,0,0,0,0,0,0,0,0,0,1
3,B4,CHMI,42,3,0,None,0,0,0,0,0,0,0,0,0,1
3,B4,SCLA,50,2.5,0,None,0,0,0,0,0,0,0,0,0,1
3,B5,BEMA,96,24,0,None,0,0,0,0,0,0,0,0,0,1
3,B5,SCLA,62,2,0,None,0,0,0,0,0,0,0,0,0,1
3,B6,BEMA,48,12,0,None,0,0,0,0,0,0,0,0,0,1
3,B6,CETE,777,7,0,None,0,0,0,0,0,0,0,0,0,1
3,B6,PUPA,273,10.5,0,None,0,0,0,0,0,0,0,0,0,1
3,C1,BEMA,252,63,0,None,0,0,0,0,0,0,0,0,0,1
3,C1,CETE,888,8,0,None,0,0,0,0,0,0,0,0,0,1
3,C2,BEMA,48,12,0,None,0,0,0,0,0,0,0,0,0,1
3,C2,CETE,1221,11,0,None,0,0,0,0,0,0,0,0,0,1
3,C2,SCLA,62,2,0,None,0,0,0,0,0,0,0,0,0,1
3,C3,BEMA,100,25,0,None,0,0,0,0,0,0,0,0,0,1
3,C3,CETE,777,7,0,None,0,0,0,0,0,0,0,0,0,1
3,C3,SCLA,93,3,0,None,0,0,0,0,0,0,0,0,0,1
3,C3,SOAS,110,2,0,None,0,0,0,0,0,0,0,0,0,1
3,C4,BEMA,20,5,0,None,0,0,0,0,0,0,0,0,0,1
3,C4,CETE,1221,11,0,None,0,0,0,0,0,0,0,0,0,1
3,C4,CHFU,128,4,0,None,0,0,0,0,0,0,0,0,0,1
3,C4,SOAS,825,15,0,None,0,0,0,0,0,0,0,0,0,1
3,C5,BEMA,56,14,0,None,0,0,0,0,0,0,0,0,0,1
3,C5,CETE,999,9,0,None,0,0,0,0,0,0,0,0,0,1
3,C5,CHFU,480,15,0,None,0,0,0,0,0,0,0,0,0,1
3,C5,PUPA,120,15,0,None,0,0,0,0,0,0,0,0,0,1
3,C6,BEMA,52,13,0,None,0,0,0,0,0,0,0,0,0,1
3,C6,LEMA,174,3,0,None,0,0,0,0,0,0,0,0,0,1
3,C6,SCLA,93,3,0,None,0,0,0,0,0,0,0,0,0,1
3,D1,LEMA,82,2,0,None,0,0,0,0,0,0,0,0,0,1
3,D1,SCLA,62,2,0,None,0,0,0,0,0,0,0,0,0,1
3,D1,SOAS,220,4,0,None,0,0,0,0,0,0,0,0,0,1
3,D2,CETE,2331,21,0,None,0,0,0,0,0,0,0,0,0,1
3,D2,PUPA,330,22,0,None,0,0,0,0,0,0,0,0,0,1
3,D3,SCLA,248,8,0,None,0,0,0,0,0,0,0,0,0,1
3,D4,BEMA,108,27,0,None,0,0,0,0,0,0,0,0,0,1
3,D4,CETE,888,8,0,None,0,0,0,0,0,0,0,0,0,1
3,D4,LEMA,586.6666666666666,10,0,None,0,0,0,0,0,0,0,0,0,1
3,D4,SOAS,275,5,0,None,0,0,0,0,0,0,0,0,0,1
3,D5,BEMA,200,50,0,None,0,0,0,0,0,0,0,0,0,1
3,D5,CETE,999,9,0,None,0,0,0,0,0,0,0,0,0,1
3,D6,BEMA,352,88,0,None,0,0,0,0,0,0,0,0,0,1
3,D6,CETE,1887,17,0,None,0,0,0,0,0,0,0,0,0,1
3,D6,PUPA,180,30,0,None,0,0,0,0,0,0,0,0,0,1
3,E3,BEMA,40,10,0,None,0,0,0,0,0,0,0,0,0,1
3,E3,CETE,888,8,0,None,0,0,0,0,0,0,0,0,0,1
3,E3,SOAS,165,3,0,None,0,0,0,0,0,0,0,0,0,1
3,E4,BEMA,344,86,0,None,0,0,0,0,0,0,0,0,0,1
3,E4,CETE,1110,10,0,None,0,0,0,0,0,0,0,0,0,1
3,E4,PUPA,6,6,0,None,0,0,0,0,0,0,0,0,0,1
3,E5,BEMA,480,120,0,None,0,0,0,0,0,0,0,0,0,1
3,E5,CETE,444,4,0,None,0,0,0,0,0,0,0,0,0,1
3,E5,PUPA,616,22,0,None,0,0,0,0,0,0,0,0,0,1
3,E6,BEMA,104,26,0,None,0,0,0,0,0,0,0,0,0,1
3,E6,CETE,2442,22,0,None,0,0,0,0,0,0,0,0,0,1
3,E6,PUPA,260,5,0,None,0,0,0,0,0,0,0,0,0,1
3,F2,BEMA,76,19,0,None,0,0,0,0,0,0,0,0,0,1
3,F3,BEMA,172,43,0,None,0,0,0,0,0,0,0,0,0,1
3,F3,SOAS,495,9,0,None,0,0,0,0,0,0,0,0,0,1
3,F4,CETE,1887,17,0,None,0,0,0,0,0,0,0,0,0,1
3,F4,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
3,F5,BEMA,560,140,0,None,0,0,0,0,0,0,0,0,0,1
3,F5,PUPA,294,14,0,None,0,0,0,0,0,0,0,0,0,1
3,F6,BEMA,100,25,0,None,0,0,0,0,0,0,0,0,0,1
3,F6,CETE,610.5,5.5,0,None,0,0,0,0,0,0,0,0,0,1
4,A1,BEMA,48,12,0,None,0,0,0,0,0,0,0,0,0,1
4,A2,BEMA,16,4,0,None,0,0,0,0,0,0,0,0,0,1
4,A2,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
4,A3,BEMA,40,10,0,None,0,0,0,0,0,0,0,0,0,1
4,A3,CETE,222,2,0,None,0,0,0,0,0,0,0,0,0,1
4,A3,LEMA,174,3,0,None,0,0,0,0,0,0,0,0,0,1
4,A4,BEMA,12,3,0,None,0,0,0,0,0,0,0,0,0,1
4,A5,BEMA,32,8,0,None,0,0,0,0,0,0,0,0,0,1
4,A5,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
4,A6,BEMA,52,13,0,None,0,0,0,0,0,0,0,0,0,1
4,B1,BEMA,80,20,0,None,0,0,0,0,0,0,0,0,0,1
4,B3,BEMA,8,2,0,None,0,0,0,0,0,0,0,0,0,1
4,B3,CETE,1221,11,0,None,0,0,0,0,0,0,0,0,0,1
4,B3,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
4,B4,BEMA,52,13,0,None,0,0,0,0,0,0,0,0,0,1
4,B4,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
4,B5,BEMA,64,16,0,None,0,0,0,0,0,0,0,0,0,1
4,B5,CETE,222,2,0,None,0,0,0,0,0,0,0,0,0,1
4,B6,BEMA,120,30,0,None,0,0,0,0,0,0,0,0,0,1
4,C2,BEMA,16,4,0,None,0,0,0,0,0,0,0,0,0,1
4,C3,BEMA,16,4,0,None,0,0,0,0,0,0,0,0,0,1
4,C4,BEMA,4,1,0,None,0,0,0,0,0,0,0,0,0,1
4,C5,BEMA,120,30,0,None,0,0,0,0,0,0,0,0,0,1
4,C6,BEMA,56,14,0,None,0,0,0,0,0,0,0,0,0,1
4,D1,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,1
4,D2,BEMA,8,2,0,None,0,0,0,0,0,0,0,0,0,1
4,D3,BEMA,16,4,0,None,0,0,0,0,0,0,0,0,0,1
4,D4,BEMA,152,38,0,None,0,0,0,0,0,0,0,0,0,1
4,D4,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
4,D5,BEMA,120,30,0,None,0,0,0,0,0,0,0,0,0,1
4,D5,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
4,D6,BEMA,180,45,0,None,0,0,0,0,0,0,0,0,0,1
4,E1,BEMA,8,2,0,None,0,0,0,0,0,0,0,0,0,1
4,E1,CETE,1276.5,11.5,0,None,0,0,0,0,0,0,0,0,0,1
4,E1,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
4,E2,BEMA,24,6,0,None,0,0,0,0,0,0,0,0,0,1
4,E3,CHFU,192,6,0,None,0,0,0,0,0,0,0,0,0,1
4,E4,BEMA,52,13,0,None,0,0,0,0,0,0,0,0,0,1
4,E4,LEMA,174,3,0,None,0,0,0,0,0,0,0,0,0,1
4,E6,BEMA,72,18,0,None,0,0,0,0,0,0,0,0,0,1
4,E6,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
4,F1,BEMA,8,2,0,None,0,0,0,0,0,0,0,0,0,1
4,F3,BEMA,4,1,0,None,0,0,0,0,0,0,0,0,0,1
4,F4,PUPA,276,12,0,None,0,0,0,0,0,0,0,0,0,1
4,F5,BEMA,360,90,0,None,0,0,0,0,0,0,0,0,0,1
4,F5,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
4,F6,BEMA,132,33,0,None,0,0,0,0,0,0,0,0,0,1
4,F6,CHFU,48,1.5,0,None,0,0,0,0,0,0,0,0,0,1
4,F6,LEMA,290,5,0,None,0,0,0,0,0,0,0,0,0,1
5,A1,BEMA,28,7,0,None,0,0,0,0,0,0,0,0,0,1
5,A1,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
5,A2,BEMA,88,22,0,None,0,0,0,0,0,0,0,0,0,1
5,A3,BEMA,88,22,0,None,0,0,0,0,0,0,0,0,0,1
5,A4,BEMA,76,19,0,None,0,0,0,0,0,0,0,0,0,1
5,A4,CETE,555,5,0,None,0,0,0,0,0,0,0,0,0,1
5,A5,BEMA,48,12,0,None,0,0,0,0,0,0,0,0,0,1
5,A5,LEMA,360,9,0,None,0,0,0,0,0,0,0,0,0,1
5,A5,PUPA,161,7,0,None,0,0,0,0,0,0,0,0,0,1
5,A6,BEMA,52,13,0,None,0,0,0,0,0,0,0,0,0,1
5,A6,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
5,B1,BEMA,32,8,0,None,0,0,0,0,0,0,0,0,0,1
5,B1,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
5,B2,BEMA,240,60,0,None,0,0,0,0,0,0,0,0,0,1
5,B2,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
5,B2,LEMA,116,2,0,None,0,0,0,0,0,0,0,0,0,1
5,B3,BEMA,44,11,0,None,0,0,0,0,0,0,0,0,0,1
5,B3,LEMA,42,1,0,None,0,0,0,0,0,0,0,0,0,1
5,B3,PUPA,115,5,0,None,0,0,0,0,0,0,0,0,0,1
5,B4,BEMA,80,20,0,None,0,0,0,0,0,0,0,0,0,1
5,B4,CETE,777,7,0,None,0,0,0,0,0,0,0,0,0,1
5,B4,PUPA,92,4,0,None,0,0,0,0,0,0,0,0,0,1
5,B5,BEMA,56,14,0,None,0,0,0,0,0,0,0,0,0,1
5,B6,BEMA,68,17,0,None,0,0,0,0,0,0,0,0,0,1
5,B6,CETE,222,2,0,None,0,0,0,0,0,0,0,0,0,1
5,B6,CHFU,41.5,1,0,None,0,0,0,0,0,0,0,0,0,1
5,C1,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
5,C2,BEMA,40,10,0,None,0,0,0,0,0,0,0,0,0,1
5,C3,BEMA,68,17,0,None,0,0,0,0,0,0,0,0,0,1
5,C3,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
5,C3,PUPA,0,6,0,None,0,0,0,0,0,0,0,0,0,1
5,C4,CHFU,192,6,0,None,0,0,0,0,0,0,0,0,0,1
5,C5,BEMA,20,5,0,None,0,0,0,0,0,0,0,0,0,1
5,C5,CETE,499.5,4.5,0,None,0,0,0,0,0,0,0,0,0,1
5,C5,CHFU,27,3,0,None,0,0,0,0,0,0,0,0,0,1
5,C6,BEMA,120,30,0,None,0,0,0,0,0,0,0,0,0,1
5,C6,CETE,388.5,3.5,0,None,0,0,0,0,0,0,0,0,0,1
5,D1,BEMA,32,8,0,None,0,0,0,0,0,0,0,0,0,1
5,D2,BEMA,16,4,0,None,0,0,0,0,0,0,0,0,0,1
5,D2,CETE,777,7,0,None,0,0,0,0,0,0,0,0,0,1
5,D3,BEMA,44,11,0,None,0,0,0,0,0,0,0,0,0,1
5,D3,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
5,D4,BEMA,64,16,0,None,0,0,0,0,0,0,0,0,0,1
5,D4,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
5,D6,BEMA,132,33,0,None,0,0,0,0,0,0,0,0,0,1
5,D6,LEMA,228,3,0,None,0,0,0,0,0,0,0,0,0,1
5,E1,BEMA,32,8,0,None,0,0,0,0,0,0,0,0,0,1
5,E2,BEMA,28,7,0,None,0,0,0,0,0,0,0,0,0,1
5,E2,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
5,E3,BEMA,104,26,0,None,0,0,0,0,0,0,0,0,0,1
5,E3,CETE,444,4,0,None,0,0,0,0,0,0,0,0,0,1
5,E3,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
5,E4,BEMA,112,28,0,None,0,0,0,0,0,0,0,0,0,1
5,E4,CETE,444,4,0,None,0,0,0,0,0,0,0,0,0,1
5,E4,LEMA,58,1,0,None,0,0,0,0,0,0,0,0,0,1
5,E4,PUPA,69,3,0,None,0,0,0,0,0,0,0,0,0,1
5,E5,BEMA,28,7,0,None,0,0,0,0,0,0,0,0,0,1
5,E5,LEMA,464,8,0,None,0,0,0,0,0,0,0,0,0,1
5,E6,BEMA,48,12,0,None,0,0,0,0,0,0,0,0,0,1
5,E6,LEMA,210,6,0,None,0,0,0,0,0,0,0,0,0,1
5,F1,BEMA,60,15,0,None,0,0,0,0,0,0,0,0,0,1
5,F1,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
5,F2,BEMA,76,19,0,None,0,0,0,0,0,0,0,0,0,1
5,F2,CETE,444,4,0,None,0,0,0,0,0,0,0,0,0,1
5,F3,BEMA,52,13,0,None,0,0,0,0,0,0,0,0,0,1
5,F4,BEMA,64,16,0,None,0,0,0,0,0,0,0,0,0,1
5,F4,CETE,555,5,0,None,0,0,0,0,0,0,0,0,0,1
5,F5,BEMA,12,3,0,None,0,0,0,0,0,0,0,0,0,1
5,F5,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,1
6,A3,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,1
6,B5,PUPA,1482,19,0,None,0,0,0,0,0,0,0,0,0,1
6,C3,PUPA,0,8,0,None,0,0,0,0,0,0,0,0,0,1
7,A1,BEMA,56,14,0,None,0,0,0,0,0,0,0,0,0,1
7,A1,CHFU,16,8,0,None,0,0,0,0,0,0,0,0,0,1
7,A1,MESU,21,21,0,None,0,0,0,0,0,0,0,0,0,1
7,A1,PUPA,414,18,0,None,0,0,0,0,0,0,0,0,0,1
7,A1,SCLA,62,2,0,None,0,0,0,0,0,0,0,0,0,1
7,A1,SPRU,300,30,0,None,0,0,0,0,0,0,0,0,0,1
7,A2,BEMA,72,18,0,None,0,0,0,0,0,0,0,0,0,1
7,A2,CETE,0,8,0,None,0,0,0,0,0,0,0,0,0,1
7,A2,CHFU,57,3,0,None,0,0,0,0,0,0,0,0,0,1
7,A2,PUPA,138,6,0,None,0,0,0,0,0,0,0,0,0,1
7,A2,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,A3,BEMA,136,34,0,None,0,0,0,0,0,0,0,0,0,1
7,A3,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
7,A3,MESU,14,14,0,None,0,0,0,0,0,0,0,0,0,1
7,A3,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,A3,SOAS,247.5,4.5,0,None,0,0,0,0,0,0,0,0,0,1
7,A3,SPRU,744,31,0,None,0,0,0,0,0,0,0,0,0,1
7,A4,BEMA,136,34,0,None,0,0,0,0,0,0,0,0,0,1
7,A4,CETE,384,4,0,None,0,0,0,0,0,0,0,0,0,1
7,A4,MESU,6,6,0,None,0,0,0,0,0,0,0,0,0,1
7,A4,PUPA,210,10,0,None,0,0,0,0,0,0,0,0,0,1
7,A4,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,A4,SOAS,275,5,0,None,0,0,0,0,0,0,0,0,0,1
7,A4,SPRU,4656,194,0,None,0,0,0,0,0,0,0,0,0,1
7,A5,BEMA,312,78,0,None,0,0,0,0,0,0,0,0,0,1
7,A5,CETE,0,10,0,None,0,0,0,0,0,0,0,0,0,1
7,A5,CHFU,18,2,0,None,0,0,0,0,0,0,0,0,0,1
7,A5,PUPA,112,4,0,None,0,0,0,0,0,0,0,0,0,1
7,A5,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,A5,SOAS,51,1,0,None,0,0,0,0,0,0,0,0,0,1
7,A5,SPRU,960,40,0,None,0,0,0,0,0,0,0,0,0,1
7,A6,BEMA,128,32,0,None,0,0,0,0,0,0,0,0,0,1
7,A6,CETE,948,6,0,None,0,0,0,0,0,0,0,0,0,1
7,A6,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
7,A6,MESU,19,19,0,None,0,0,0,0,0,0,0,0,0,1
7,A6,PUPA,154,11,0,None,0,0,0,0,0,0,0,0,0,1
7,A6,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,A6,SPRU,768,32,0,None,0,0,0,0,0,0,0,0,0,1
7,B1,BEMA,240,60,0,None,0,0,0,0,0,0,0,0,0,1
7,B1,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,1
7,B1,CHFU,28,1,0,None,0,0,0,0,0,0,0,0,0,1
7,B1,MESU,10,10,0,None,0,0,0,0,0,0,0,0,0,1
7,B1,PUPA,276,12,0,None,0,0,0,0,0,0,0,0,0,1
7,B1,SCLA,62,2,0,None,0,0,0,0,0,0,0,0,0,1
7,B1,SOAS,200,4,0,None,0,0,0,0,0,0,0,0,0,1
7,B1,SPRU,800,50,0,None,0,0,0,0,0,0,0,0,0,1
7,B2,BEMA,268,67,0,None,0,0,0,0,0,0,0,0,0,1
7,B2,CETE,222,2,0,None,0,0,0,0,0,0,0,0,0,1
7,B2,CHFU,52,4,0,None,0,0,0,0,0,0,0,0,0,1
7,B2,PUPA,162,6,0,None,0,0,0,0,0,0,0,0,0,1
7,B2,SCLA,12,1,0,None,0,0,0,0,0,0,0,0,0,1
7,B3,BEMA,320,80,0,None,0,0,0,0,0,0,0,0,0,1
7,B3,CETE,912,16,0,None,0,0,0,0,0,0,0,0,0,1
7,B3,PUPA,270,10,0,None,0,0,0,0,0,0,0,0,0,1
7,B3,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,B3,SOAS,165,3,0,None,0,0,0,0,0,0,0,0,0,1
7,B3,SPRU,960,40,0,None,0,0,0,0,0,0,0,0,0,1
7,B4,BEMA,120,30,0,None,0,0,0,0,0,0,0,0,0,1
7,B4,CETE,1110,10,0,None,0,0,0,0,0,0,0,0,0,1
7,B4,CHFU,44,1,0,None,0,0,0,0,0,0,0,0,0,1
7,B4,MESU,3,3,0,None,0,0,0,0,0,0,0,0,0,1
7,B4,PUPA,0,4,0,None,0,0,0,0,0,0,0,0,0,1
7,B4,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,B4,SPRU,720,30,0,None,0,0,0,0,0,0,0,0,0,1
7,B5,BEMA,180,45,0,None,0,0,0,0,0,0,0,0,0,1
7,B5,CETE,1776,16,0,None,0,0,0,0,0,0,0,0,0,1
7,B5,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
7,B5,PUPA,0,6,0,None,0,0,0,0,0,0,0,0,0,1
7,B5,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,B5,SPRU,1440,60,0,None,0,0,0,0,0,0,0,0,0,1
7,B6,BEMA,40,10,0,None,0,0,0,0,0,0,0,0,0,1
7,B6,CETE,555,5,0,None,0,0,0,0,0,0,0,0,0,1
7,B6,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
7,B6,MESU,9,9,0,None,0,0,0,0,0,0,0,0,0,1
7,B6,PUPA,204,6,0,None,0,0,0,0,0,0,0,0,0,1
7,B6,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,B6,SPRU,336,14,0,None,0,0,0,0,0,0,0,0,0,1
7,C1,BEMA,176,44,0,None,0,0,0,0,0,0,0,0,0,1
7,C1,PUPA,34,2,0,None,0,0,0,0,0,0,0,0,0,1
7,C1,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C1,SPRU,168,7,0,None,0,0,0,0,0,0,0,0,0,1
7,C2,CETE,999,9,0,None,0,0,0,0,0,0,0,0,0,1
7,C2,CHFU,68,4,0,None,0,0,0,0,0,0,0,0,0,1
7,C2,MESU,9,9,0,None,0,0,0,0,0,0,0,0,0,1
7,C2,PUPA,234,13,0,None,0,0,0,0,0,0,0,0,0,1
7,C2,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C2,SOAS,55,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C3,BEMA,72,18,0,None,0,0,0,0,0,0,0,0,0,1
7,C3,CETE,27,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C3,CHFU,2,2,0,None,0,0,0,0,0,0,0,0,0,1
7,C3,MESU,40,40,0,None,0,0,0,0,0,0,0,0,0,1
7,C3,PUPA,196,7,0,None,0,0,0,0,0,0,0,0,0,1
7,C3,SOAS,55,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C3,SPRU,816,34,0,None,0,0,0,0,0,0,0,0,0,1
7,C4,BEMA,160,40,0,None,0,0,0,0,0,0,0,0,0,1
7,C4,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C4,MESU,27,27,0,None,0,0,0,0,0,0,0,0,0,1
7,C4,PUPA,228,4,0,None,0,0,0,0,0,0,0,0,0,1
7,C4,SCLA,62,2,0,None,0,0,0,0,0,0,0,0,0,1
7,C4,SOAS,55,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C5,BEMA,40,10,0,None,0,0,0,0,0,0,0,0,0,1
7,C5,CETE,1416,6,0,None,0,0,0,0,0,0,0,0,0,1
7,C5,PUPA,8,4,0,None,0,0,0,0,0,0,0,0,0,1
7,C5,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C5,SPRU,960,40,0,None,0,0,0,0,0,0,0,0,0,1
7,C6,BEMA,160,40,0,None,0,0,0,0,0,0,0,0,0,1
7,C6,CETE,148,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C6,MESU,37,37,0,None,0,0,0,0,0,0,0,0,0,1
7,C6,PUPA,65,5,0,None,0,0,0,0,0,0,0,0,0,1
7,C6,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,C6,SOAS,196,4,0,None,0,0,0,0,0,0,0,0,0,1
7,D1,BEMA,120,30,0,None,0,0,0,0,0,0,0,0,0,1
7,D1,CETE,888,8,0,None,0,0,0,0,0,0,0,0,0,1
7,D1,CHFU,160,5,0,None,0,0,0,0,0,0,0,0,0,1
7,D1,MESU,8,8,0,None,0,0,0,0,0,0,0,0,0,1
7,D1,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,D1,SOAS,280,5,0,None,0,0,0,0,0,0,0,0,0,1
7,D1,SPRU,1924,74,0,None,0,0,0,0,0,0,0,0,0,1
7,D2,BEMA,84,21,0,None,0,0,0,0,0,0,0,0,0,1
7,D2,CETE,2442,22,0,None,0,0,0,0,0,0,0,0,0,1
7,D2,CHFU,15,3,0,None,0,0,0,0,0,0,0,0,0,1
7,D2,LEMA,116,2,0,None,0,0,0,0,0,0,0,0,0,1
7,D2,MESU,12,12,0,None,0,0,0,0,0,0,0,0,0,1
7,D2,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,D2,SOAS,200,5,0,None,0,0,0,0,0,0,0,0,0,1
7,D2,SPRU,2232,93,0,None,0,0,0,0,0,0,0,0,0,1
7,D3,BEMA,64,16,0,None,0,0,0,0,0,0,0,0,0,1
7,D3,CETE,666,6,0,None,0,0,0,0,0,0,0,0,0,1
7,D3,CHFU,32,1,0,None,0,0,0,0,0,0,0,0,0,1
7,D3,LEMA,116,2,0,None,0,0,0,0,0,0,0,0,0,1
7,D3,PUPA,253,5.5,0,None,0,0,0,0,0,0,0,0,0,1
7,D3,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,D4,BEMA,132,33,0,None,0,0,0,0,0,0,0,0,0,1
7,D4,CETE,1020,15,0,None,0,0,0,0,0,0,0,0,0,1
7,D4,MESU,13,13,0,None,0,0,0,0,0,0,0,0,0,1
7,D4,PUPA,384,8,0,None,0,0,0,0,0,0,0,0,0,1
7,D4,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
7,D4,SPRU,360,15,0,None,0,0,0,0,0,0,0,0,0,1
7,D5,BEMA,240,60,0,None,0,0,0,0,0,0,0,0,0,1
7,D5,CETE,1936,8,0,None,0,0,0,0,0,0,0,0,0,1
7,D5,MESU,9,9,0,None,0,0,0,0,0,0,0,0,0,1
7,D5,PUPA,413,7,0,None,0,0,0,0,0,0,0,0,0,1
7,D5,SCLA,31,1,0,None,0,0,0,0,0,0,0,0,0,1
