node_id,module,species,layer_name,Plot,type
101,4,Sphaerophoria_scripta,LEMA,8,pollinator
102,15,Cylindromyia_sp,LEMA,8,pollinator
103,7,Andrena_humilis,LEMA,8,pollinator
104,13,Lomatia_sp,LEMA,8,pollinator
105,7,Anastoechus_sp,LEMA,8,pollinator
106,4,Malachius_bipustulatus,LEMA,8,pollinator
107,4,Lasioglossum_malachurum,LEMA,8,pollinator
108,20,Episyrphus_balteatus,LEMA,8,pollinator
109,20,Lasiocampa_trifolii,LEMA,8,pollinator
110,4,Lasioglossum_malachurum,MESU,8,pollinator
111,15,Cylindromyia_sp,MESU,8,pollinator
112,11,Osmia_ligurica,MESU,8,pollinator
113,11,Episyrphus_balteatus,MESU,8,pollinator
114,6,Musca_sp,PUPA,8,pollinator
115,9,Sarcophaga_sp,PUPA,8,pollinator
116,8,Andrena_sp,PUPA,8,pollinator
117,2,Brassicogethes_sp,PUPA,8,pollinator
118,17,Lasioglossum_malachurum,PUPA,8,pollinator
119,18,Vanessa_cardui,PUPA,8,pollinator
120,12,Anthicidae,PUPA,8,pollinator
121,19,Lasioglossum_sp,PUPA,8,pollinator
122,10,Psilothrix_viridicoerulea,PUPA,8,pollinator
123,7,Andrena_humilis,SCLA,8,pollinator
124,3,Psilothrix_viridicoerulea,SCLA,8,pollinator
125,2,Brassicogethes_sp,SCLA,8,pollinator
